2.429138322,1.1
4.213446712,1.2
6.016031746,1.3
6.925510204,1.4
7.894013605,2.1
9.556734694,2.2
11.467732426,2.3
13.142879819,2.4
14.154308390,3.1
15.010498866,3.2
16.774897959,3.3
18.600045351,3.4
20.370702948,4.1
21.336893424,4.2
22.210498866,4.3
23.913333333,4.4
25.589501134,5.1
27.427278912,5.2
28.267482993,5.3
29.189977324,5.4
30.551791383,6.1
32.685102041,6.2
34.471383220,6.3
35.317981859,6.4
36.183809524,7.1
37.940249433,7.2
39.762448980,7.3
41.511111111,7.4
42.506190476,8.1
43.375192744,8.2
45.184625850,8.3
46.996507937,8.4
48.719569161,9.1
49.581791383,9.2
50.487392290,9.3
52.210884354,9.4
53.917006803,10.1
55.470997732,10.2
56.531133787,10.3
57.583287982,10.4
59.258548753,11.1
61.088730159,11.2
62.565170068,11.3
63.468208617,11.4
64.353356009,12.1
65.973265306,12.2
67.810544218,12.3
69.627301587,12.4
70.624625850,13.1
71.459002268,13.2
73.324739229,13.3
75.126439909,13.4
76.637097506,14.1
77.585736961,14.2
78.494195011,14.3
80.412244898,14.4
82.191791383,15.1
83.703174603,15.2
84.727278912,15.3
85.647505669,15.4
87.451133787,16.1
89.252267574,16.2
90.789727891,16.3
91.645804989,16.4
92.563310658,17.1
94.471746032,17.2
96.268843537,17.3
97.917460317,17.4
98.719863946,18.1
99.467460317,18.2
101.311632653,18.3
103.173832200,18.4
104.739251701,19.1
105.582290249,19.2
106.553537415,19.3
108.201995465,19.4
109.975600907,20.1
111.846961451,20.2
112.718140590,20.3
113.612018141,20.4
115.380317460,21.1
117.222403628,21.2
118.868594104,21.3
119.748412698,21.4
120.680385488,22.1
122.283174603,22.2
124.143446712,22.3
125.648390023,22.4
126.529183673,23.1
127.473378685,23.2
129.571519274,23.3
131.346598639,23.4
132.794784580,24.1
133.809478458,24.2
134.723968254,24.3
136.488321995,24.4
138.261043084,25.1
139.777482993,25.2
140.681927438,25.3
141.563197279,25.4
143.311564626,26.1
145.185646259,26.2
146.669523810,26.3
147.618004535,26.4
148.470453515,27.1
150.010249433,27.2
152.164285714,27.3
153.654535147,27.4
154.564331066,28.1
155.542834467,28.2
157.242131519,28.3
158.765986395,28.4
160.385464853,29.1
161.411972789,29.2
162.293900227,29.3
163.976303855,29.4
165.607664399,30.1
167.423356009,30.2
168.388798186,30.3
169.235124717,30.4
171.092154195,31.1
172.788775510,31.2
174.432403628,31.3
175.271043084,31.4
176.159047619,32.1
