0.000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.046439909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.092879819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.139319728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.185759637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232199546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.278639456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.325079365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.371519274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.417959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.464399093,0.0127509,0.00873326,0.583182,0.617623,0.174215,0,0.135917,0.061847,0.313063,0.875289,0.533209,0.115631,3.2245,0.00173254,0.575855,0.213984,0.61242,0.434571,0.379633,2.29779,0.163942,0.388999,0.368049,0.0375835
0.510839002,0.0126661,0.00933879,0.44077,0.188316,0.00329226,0,0.0536317,0.359835,0.357245,0.795106,0.476631,0.126633,3.28211,0.00185267,0.410193,0.0505887,1.18857,0.359754,0.151766,2.25526,0.156006,0.377438,0.196868,0.201102
0.557278912,0.0129544,0.0170384,0.975089,0,0,0,0,0.489687,0.313166,0.800293,0.440726,0.419119,3.28214,0.00338015,0.53185,0.0101086,1.82616,0.207942,0.00129308,2.20091,0.0711375,0.445198,0.259624,0.326536
0.603718821,0.0130033,0.0176377,0.951513,0,0,0,0.0185967,0.539946,0.450901,0.682924,0.043237,0.497407,3.30307,0.00349905,0.510108,0,2.07375,0.268057,0.00398335,2.17833,0.144831,0.378674,0.0270302,0.356715
0.650158730,0.0125955,0.469749,0.778508,0,0,0,0.0559768,0.587768,0.708106,0.385926,0.00133424,0.848161,3.34991,0.13362,0.443963,0,2.22092,0.108362,0.01199,2.18851,0.266845,0.214282,0.000545354,0.555841
0.696598639,0.252813,0.678678,0.264144,0,0,0,0.122562,0.626922,0.420058,0.0732739,0,0.99596,3.52785,0.193049,0.280443,0,2.3096,0.00150343,0.0262524,2.10029,0.0954188,0.0407096,0.000287068,0.715697
0.743038549,0.0298383,0.708085,0,0,0.00929609,0.167877,0.18477,0.766683,0.370506,0.285175,0,0.969967,3.53038,0.201414,0.198794,0,2.3586,0.035134,0.0395771,2.17603,0.0841627,0.0671373,0.000413679,0.746271
0.789478458,0.125066,0.657025,0.150557,0.0221487,0.182853,0.110823,0.00453229,0.102222,0.0169506,0.269438,0.0792283,0.491426,3.72843,0.18689,0.235438,0.00447811,2.31767,0.0231936,0.000970798,2.01537,0.0952023,0.0634326,0.020157,0.397205
0.835918367,0.306382,0.142792,0.277035,0.0188189,0.199411,0,0,0.0357289,0.0743691,0,0.510756,0.64204,3.74459,0.0406172,0.253751,0.00380488,2.25003,0,0,1.86723,0.41769,0,0.126138,0.380788
0.882358277,0.011974,0,0.0141341,0.0514263,0.134775,0.317757,0,0.0627427,0.0884242,0,0.54444,0.73031,3.56804,0,0.128116,0.0103975,2.25178,0.1189,0,2.04519,0.49663,0,0.134477,0.508406
0.928798186,0.0123799,0.122014,0.0174138,0.0421518,0,0.0745998,0,0.306895,0.0559395,0.189243,0.623544,0.981355,3.65433,0.0347067,0.168462,0.0085224,2.2115,0.0156126,0,2.38744,0.314181,0.48197,0.152983,0.669217
0.975238095,0.31525,0.597105,0.0153971,0.0386881,0,0.0908488,0,0.677785,0.00989408,0.28052,0.573314,0.935842,3.61793,0.169638,0.515975,0.0078221,1.60563,0.0190133,0.0224477,2.43381,0.0555696,0.746733,0.140508,0.571617
1.021678005,0.322792,0.815408,0.0218776,0.0382572,0,0,0.0391184,0.563752,0.018563,0.146996,0.626229,1.0869,3.38883,0.231858,0.907978,0.00773497,0.711982,0,0.0503231,2.39309,0.104258,0.823743,0.153477,0.662911
1.068117914,0.200789,0.734919,0.0221218,0.0462137,0,0,0,0.410649,0.0452893,0.00523698,0.461142,1.12334,3.06509,0.209047,1.46945,0.00934366,0,0,0.0423942,2.26923,0.254365,0.654205,0.113017,0.576787
1.114557823,0.317331,0.113137,0.0186796,0.0481993,0,0,0,0.21461,0.0862723,0,0.381234,1.2525,2.92294,0.0321816,1.66364,0.00974511,0,0,0.0528261,2.18849,0.484544,0.563396,0.0934333,0.497869
1.160997732,0.570863,0,0.0228888,0.0409573,0.0452182,0.00555709,0,0.426225,0.0727629,0,0.500778,1.0681,2.8929,0,1.49558,0.00828089,0.00928317,0.00116301,0.071394,2.31706,0.40867,0.590536,0.122731,0.502473
1.207437642,0.37599,0,0.0240534,0.0361343,0.155001,0.119104,0,0.476817,0.0962276,0,0.511102,0.963854,2.82977,0,1.17362,0.00730576,0.79004,0.0249267,0.0815993,2.29139,0.540458,0.614334,0.125261,0.53307
1.253877551,0.259517,0,0.0276626,0.0356054,0,0.113669,0.0552692,0.170576,0.134114,0.0202516,0.577642,0.830019,2.91495,0,0.685045,0.00719882,1.88334,0.0237892,0.0904104,1.82391,0.763413,0.673661,0.141569,0.376098
1.300317460,0.406849,0,0.0184581,0.0415235,0,0.0245944,0.094379,0.0786187,0.146299,0.0581018,0.546191,1.21561,3.16582,0,0.191038,0.00839537,2.2682,0.00514722,0.0703829,1.24371,0.843528,0.569301,0.133861,0.672562
1.346757370,0.628685,0,0.0120095,0.0934614,0,0,0.102686,0.0457669,0.149371,0.0740193,0.534485,1.30221,3.22897,0,0.0215677,0.0267888,2.44036,0,0.02491,0.952161,0.865089,0.271519,0.130992,0.813293
1.393197279,0.780534,0.110157,0.0188046,0.0472853,0,0,0.124005,0,0.136835,0.0967465,0.447889,1.02209,3.19457,0.031334,0.00375894,0.0107831,2.52774,0,0.0265614,1.04852,0.796024,0.0879925,0.109769,0.839066
1.439637188,0.592901,0.452135,0.0262023,0.205958,0,0.756726,0.0451153,0.323945,0,0.0114069,0.244693,0.882728,3.1037,0.128609,0.00523769,0.0590312,2.57573,0.283155,0.102681,1.29587,0.0289468,0.0312052,0.0599697,0.687172
1.486077098,0.00963732,0.404175,0.0302893,0.103842,0,0.551412,0.13632,0.306225,0,0.0239305,0.370834,0.859461,3.10999,0.114589,0.0255749,0.0212736,2.48103,0.207455,0.122523,1.28095,0.029853,0.214861,0.0908845,0.453293
