3.501950113,1.2
5.647392290,1.3
7.481609977,1.4
10.919070295,2.1
12.796167800,2.2
15.061700680,2.3
18.572086168,2.4
20.437596372,3.1
22.219909297,3.2
24.060408163,3.3
24.707709751,3.4
25.458707483,4.1
26.138163265,4.2
26.771609977,4.3
27.678049887,4.4
31.196462585,5.1
33.228979592,5.2
35.168820862,5.3
38.883900227,5.4
40.490430839,6.1
42.643151927,6.2
46.141337868,6.3
48.085850340,6.4
50.073514739,7.1
51.944399093,7.2
52.712018141,7.3
53.470839002,7.4
54.179138322,8.1
55.656870748,8.2
57.386825397,8.3
59.455056689,8.4
63.205192744,9.1
64.928480726,9.2
66.909818594,9.3
70.500907029,9.4
72.521451247,10.1
74.369523810,10.2
78.216961451,10.3
79.905850340,10.4
81.820702948,11.1
83.780430839,11.2
84.482902494,11.3
85.246666667,11.4
85.974807256,12.1
86.601904762,12.2
87.564761905,12.3
89.315170068,12.4
91.008049887,13.1
91.716145125,13.2
92.436099773,13.3
93.063401361,13.4
93.593854875,14.1
95.325510204,14.2
96.892471655,14.3
97.652947846,14.4
98.324603175,15.1
98.994172336,15.2
99.420952381,15.3
101.233673469,15.4
102.733922902,16.1
103.448639456,16.2
104.160249433,16.3
104.927460317,16.4
105.391519274,17.1
106.997210884,17.2
108.395918367,17.3
109.282448980,17.4
109.909115646,18.1
110.699297052,18.2
111.174036281,18.3
112.786621315,18.4
114.420022676,19.1
115.156643991,19.2
115.882834467,19.3
116.533582766,19.4
117.150430839,20.1
118.782154195,20.2
120.270929705,20.3
120.998594104,20.4
121.692811791,21.1
122.312947846,21.2
122.879138322,21.3
124.756621315,21.4
126.494535147,22.1
128.132063492,22.2
129.815147392,22.3
131.412766440,22.4
135.483242630,23.1
137.353106576,23.2
139.461496599,23.3
142.855850340,23.4
144.940068027,24.1
146.830861678,24.2
150.594353741,24.3
152.539977324,24.4
154.506213152,25.1
156.061950113,25.2
157.078163265,25.3
157.777777778,25.4
158.466009070,26.1
159.099319728,26.2
160.055895692,26.3
163.655963719,26.4
165.554943311,27.1
167.339002268,27.2
168.915328798,27.3
170.027052154,27.4
170.631292517,28.1
171.417256236,28.2
172.242358277,28.3
173.069433107,28.4
174.846666667,29.1
175.678639456,29.2
176.400907029,29.3
177.114693878,29.4
177.756439909,30.1
178.682358277,30.2
179.369342404,30.3
180.181814059,30.4
180.826870748,31.1
181.385306122,31.2
